File,Time,Latitude,Longitude,Altitude,ENL,terrain_elev_at_first_engine_event (ft),dynamic_AGL_at_first_engine_event (ft),Terrain_EPQS,Terrain_DIFF
23DVALM1.igc,214425,28.15285,-81.9439,148,2,129.1,651.74,128.84211764656968,0.2578823534303183
17TV6TG1.igc,175846,30.202183333333334,-95.96296666666667,38,0,286.7,-89.85,288.16239085177364,-1.4623908517736481
938V1KO1.igc,212208,28.423266666666667,-81.83186666666667,391,4,126.77,1444.75,113.6555169899948,13.114483010005202
13EVAAW2.igc,170657,28.4033,-81.83783333333334,-48,0,110.43,-100.59,111.43277993067825,-1.0027799306782441
23DV7EO1.igc,192232,28.40285,-81.83776666666667,-108,0,110.34,-93.93,111.38125398086667,-1.0412539808666708
35FVQ8L1.igc,190959,41.07865,-77.45198333333333,305,3,757.73,361.03,745.7862552004613,11.943744799538763
16HVA9T1.igc,190154,41.59455,-74.46286666666667,150,1,543.44,-110.37,548.0226306600831,-4.582630660083055
16DVABZ1.igc,200813,41.779066666666665,-122.46871666666667,803,7,2636.18,-73.84,2645.4213505819584,-9.241350581958613
73FVJD21.igc,173957,28.4047,-81.8377,-41,0,112.4,-20.54,112.72097870549639,-0.32097870549638685
73GV6TG1.igc,170757,28.40505,-81.83773333333333,-96,0,112.58,2.25,113.15021977238172,-0.5702197723817193
988VA971.igc,183832,29.216216666666668,-99.7462,291,2,936.33,-1.29,938.8450862930417,-2.5150862930416906
2024-06-17-NAV-180741-01.igc,201012,32.768366666666665,-103.21105,1196,11,3690.4,-35.55,3690.843274737558,-0.443274737558113
13FVAAW2.igc,170012,28.403533333333332,-81.83781666666667,-37,0,110.56,-100.71,111.50046327273913,-0.9404632727391231
17UVAGO1.igc,171308,30.2027,-95.96295,29,0,288.04,-91.19,287.92692590329386,0.11307409670615698
439z5ay1.igc,171208,28.404083333333332,-81.8377,-41,0,110.97,20.27,111.62787016329908,-0.65787016329908
839V6TG1.igc,175644,28.404916666666665,-81.83768333333333,-40,0,112.49,-7.5,113.07518987824848,-0.5851898782484852
55MV0XL1.igc,174942,43.659666666666666,-93.35095,647,7,1255.94,1191.56,1248.343600275078,7.596399724922094
463VAUO1.igc,182234,31.997666666666667,-83.74593333333334,424,4,316.69,1107.19,317.98343724896046,-1.2934372489604584
674V1JO1.igc,161857,43.34518333333333,-72.51533333333333,165,1,559.12,24.87,562.475527841736,-3.355527841736034
13CC4A41.igc,190441,28.537483333333334,-81.9148,729,8,101.07,2625.3,102.04373083101608,-0.9737308310160842
13EC4A41.igc,171749,28.410216666666667,-81.86278333333334,1062,11,107.13,3738.02,106.96127375412549,0.16872624587450957
2023-08-05-XNA-150763-01.igc,222843,30.2601,-95.98816666666667,370,3,279.63,967.09,274.02748524197636,5.602514758023631
93DV7CD1.igc,211949,28.007083333333334,-81.54955,153,2,103.94,680.18,85.02457357708548,18.91542642291452
177VAAW1.igc,184037,39.74245,-111.87008333333333,1467,15,4990.32,-52.66,4993.05801149373,-2.7380114937304825
33BV83L1.igc,184959,28.40505,-81.8424,994,9,114.84,3143.03,113.96546115345633,0.8745388465436719
23HV7H21.igc,202051,28.734483333333333,-81.92193333333333,150,1,92.46,468.57,92.08360350769884,0.37639649230115424
23EV7EO1.igc,171258,28.4031,-81.83776666666667,-110,0,110.34,-107.05,111.49786006727525,-1.1578600672752515
13DVAAW2.igc,180529,28.403283333333334,-81.8379,-69,0,110.43,-90.75,110.97346433199064,-0.5434643319906343
36IV8101.igc,193833,32.80505,-103.1795,1542,15,3695.4,1494.89,3696.3732843469334,-0.9732843469332693
18KV7H21.igc,181230,29.2166,-99.7464,255,2,936.81,-57.55,939.5012943422557,-2.6912943422557873
03JV7CD1.igc,162428,28.407733333333333,-81.83771666666667,-98,0,116.96,-103.84,117.69875830376172,-0.7387583037617276
16FV7EK1.igc,190709,47.31186666666667,-119.51758333333333,321,3,1254.87,-37.68,1258.1807136148,-3.310713614800079
56GV77I1.igc,195426,47.31261666666666,-119.51656666666666,383,3,1256.56,-39.37,1260.1756701878248,-3.6156701878248896
439V0W41.igc,170436,28.40515,-81.83773333333333,-36,0,112.58,21.93,113.19055694230768,-0.6105569423076815
466V7SK1.igc,183520,38.99825,-119.74876666666667,1393,14,4709.1,-89.68,4713.601490982881,-4.5014909828805685
464g8xi1.igc,202928,32.294533333333334,-84.00821666666667,395,3,333.73,945.8,337.9174338120452,-4.187433812045185
174VACN1.igc,185759,39.74176666666666,-111.87008333333333,1470,15,4991.8,-37.73,4994.934321967158,-3.13432196715803
13HVAAW2.igc,175811,28.408816666666667,-81.83753333333334,-2,0,115.89,-89.64,116.36907093837709,-0.4790709383770917
173VAAW1.igc,204152,39.72996666666667,-111.87006666666667,1471,15,5016.24,-52.33,5018.360368612461,-2.1203686124608794
16FV1I31.igc,193151,47.3121,-119.51728333333334,334,3,1255.28,-57.78,1258.5500684363305,-3.2700684363305754
16KVABZ1KW.igc,201350,41.773066666666665,-122.47026666666666,803,7,2628.32,-59.43,2639.1488266476413,-10.828826647641108
174V7R11.igc,232921,39.25516666666667,-112.88793333333334,1891,19,4557.43,1794.28,4559.645911318769,-2.215911318769031
864V6XB2.igc,203815,31.67825,-83.2743,371,3,352.71,910.41,355.6030367205042,-2.893036720504199
45VV40R1.igc,235338,39.01781666666667,-119.74078333333334,1757,17,4728.28,1068.97,4732.442291392217,-4.162291392217412
2024-06-02-NAV-40M-01.igc,205333,31.8322,-83.71813333333333,416,4,377.99,1042.62,379.8270910258576,-1.8370910258576032
38IVAQD1.igc,173247,29.2127,-99.74431666666666,257,2,931.37,-84.92,932.2834062930417,-0.9134062930417031
56SV1IB1.igc,182005,32.70348333333333,-103.17033333333333,2525,27,3633.03,5254.76,3632.8983217875198,0.13167821248043765
46NV8J41.igc,200600,32.77115,-103.19128333333333,1409,14,3682.66,1159.86,3682.0007861671975,0.6592138328023793
17VV6TG1.igc,180858,30.202416666666668,-95.96295,38,0,287.79,-94.22,287.97561085235833,-0.18561085235830888
56RV1IB1.igc,184916,32.74346666666667,-103.19213333333333,1198,12,3662.85,539.9,3663.458753657842,-0.608753657842044
18GVAA21.igc,182253,29.2117,-99.74373333333334,296,2,929.81,-7.89,931.5288771711278,-1.718877171127815
56IV77I1.igc,200437,47.312666666666665,-119.51665,412,3,1256.56,-22.97,1260.110089434414,-3.550089434414076
467V8KR1.igc,192257,31.781766666666666,-83.09016666666666,285,2,243.4,606.34,239.0516663012279,4.348333698772109
38GV7SK1.igc,173245,29.21375,-99.74591666666667,252,2,931.25,-78.23,933.8582455363501,-2.6082455363500685
339V8KR1.igc,215919,28.390216666666667,-81.8449,537,5,108.51,1804.22,108.33980876871105,0.1701912312889533
461V7SK1.igc,203358,38.998083333333334,-119.74888333333334,1413,14,4708.13,-55.9,4714.542249425058,-6.41224942505778
83BV66G1.igc,185930,28.50835,-82.0834,227,2,103.4,634.79,84.76282000571724,18.63717999428276
659V20M1.igc,192347,34.94858333333333,-80.21781666666666,709,8,387.78,2250.01,352.8663417772869,34.91365822271308
484VAMI1.igc,200617,30.2326,-96.17931666666667,300,2,245.98,698.9,244.54815963656446,1.4318403634355263
63FV7H21.igc,202112,27.942833333333333,-81.58961666666667,207,2,203.27,649.74,203.22328502020528,0.046714979794728606
54LV1OL1.igc,174246,33.63021666666667,-81.32638333333334,127,1,422.42,0.8,426.29563702072505,-3.875637020725037
05GLGM71.igc,161421,40.63016666666667,-77.63968333333334,687,7,1386.13,1143.4,1357.7810606832445,28.348939316755605
73HVJD21.igc,172833,28.40355,-81.83775,-91,0,110.56,-15.41,111.44383103667492,-0.8838310366749198
63CV7RZ1.igc,175420,28.4091,-81.83743333333334,-25,0,115.82,2.29,115.73377614114476,0.08622385885523443
64JV7TG1.igc,180037,33.63016666666667,-81.32621666666667,64,1,422.42,0.8,427.17176587750134,-4.751765877501327
18JVACN1.igc,182805,29.21695,-99.74661666666667,265,2,937.06,-77.48,940.1902427074779,-3.130242707477919
43TV7H21.igc,173316,28.4308,-81.86171666666667,1018,11,120.21,3498.56,107.85980519692048,12.350194803079518
56NV7MN1.igc,192747,32.77185,-103.21531666666667,1040,11,3692.59,24.61,3697.9860703171776,-5.3960703171774185
36SVAP11.igc,191905,47.31205,-119.51738333333333,369,3,1254.94,-57.43,1258.4434371304249,-3.5034371304247998
181VAGO1.igc,181445,30.2027,-95.96295,46,0,288.04,-78.07,287.92692590329386,0.11307409670615698
38OVAQD1.igc,174019,29.213183333333333,-99.74456666666667,238,2,930.16,-77.14,932.4803488059057,-2.3203488059057236
17lc48c1.igc,204602,41.7862,-111.85508333333334,1348,13,4445.55,13.11,4447.984812739052,-2.4348127390521768
26ae6ab1.igc,220820,38.993183333333334,-119.7519,1388,14,4711.29,-6.56,4715.6127676515725,-4.322767651572576
16HV7EK1.igc,213131,47.31256666666667,-119.5166,318,3,1256.56,-68.9,1260.0293900617528,-3.469390061752847
25tz1fy2.igc,172721,42.93783333333333,-85.0609,284,2,800.76,39.14,804.604333306393,-3.8443333063929686
18LVACN1.igc,182612,29.21685,-99.74653333333333,271,2,937.06,-77.48,940.0918215101027,-3.031821510102759
54OV1OL1.igc,165718,33.627516666666665,-81.33691666666667,88,1,418.05,-4.67,419.3519866640138,-1.301986664013782
43DV1OL1.igc,184005,28.404066666666665,-81.83788333333334,-10,0,110.97,20.27,111.05716740225444,-0.08716740225443687
16GV8AW1.igc,195217,47.3126,-119.51663333333333,272,3,1256.56,-65.62,1259.9637091836667,-3.403709183666706
03DVABC1.igc,204433,28.438416666666665,-81.8308,441,5,149.03,1589.82,110.67330721936725,38.356692780632756
25B_057.igc,184139,35.22535,-84.58575,170,1,757.32,-107.72,761.2910977372986,-3.971097737298578
468g8fa1.igc,214310,47.31256666666667,-119.51703333333333,374,3,1256.56,-72.18,1259.3177137069583,-2.757713706958384
94OV83L1.igc,211731,33.644983333333336,-81.67453333333333,288,2,531.51,429.78,529.0905678724987,2.4194321275012953
162V7VE1.igc,195415,39.000683333333335,-119.75208333333333,1384,14,7361.99,1965.44,4709.510052817178,2652.479947182822
36RVAP11.igc,203619,47.312466666666666,-119.5168,404,3,1256.56,-65.62,1259.5687227996361,-3.008722799636189
53KV1OL4.igc,174206,28.404916666666665,-81.83781666666667,-2,0,112.58,18.65,112.88983663740903,-0.30983663740903467
18KVACN1.igc,174951,29.21688333333333,-99.74653333333333,276,2,937.06,-67.63,939.96066,-2.9006600000000162
25A_057.igc,193221,35.22508333333333,-84.58586666666666,160,1,758.29,-125.09,761.1728521298402,-2.8828521298402165
86MV7DX1.igc,205439,38.40005,-112.21713333333334,1872,19,6098.31,368.23,6102.034396098427,-3.7243960984269506
63GVJZT1.igc,173722,28.40501666666667,-81.83768333333333,-6,0,112.49,12.18,113.2158380717256,-0.7258380717256046
16JVAHZ243.igc,222218,41.77328333333333,-122.47031666666666,820,7,2843.41,2756.99,2638.897917679639,204.51208232036106
46PVAAW1.igc,182854,32.770983333333334,-103.21423333333334,1097,11,3692.59,-70.54,3696.321620726514,-3.7316207265139383
469V7SK1.igc,193643,38.998216666666664,-119.74868333333333,1410,14,4709.1,-76.56,4713.618311695361,-4.518311695360353
16RVACN1.igc,201052,39.73063333333333,-111.87008333333333,1461,15,5013.62,-52.99,5016.92139667337,-3.301396673369709
484V23H1.igc,180743,42.09376666666667,-76.89916666666667,1158,12,916.22,3053.59,870.370467195686,45.84953280431398
23HVABC1.igc,190425,28.588616666666667,-81.8978,240,2,153.35,702.95,158.76412586785344,-5.414125867853443
339V83L1.igc,195342,28.36985,-81.85793333333334,1083,11,126.47,3626.81,103.01872517980121,23.45127482019879
16SVADX1.igc,185948,39.73161666666667,-111.87008333333333,1477,15,5011.48,-44.29,5015.117174971933,-3.637174971933746
47OLNKB1.igc,175312,32.384166666666665,-97.01163333333334,163,1,665.65,-39.01,668.8513681978625,-3.2013681978625073
2023-06-10-NAV-160520-01.igc,211612,31.90063333333333,-83.26238333333333,291,2,256.13,587.04,259.30725887525983,-3.177258875259838
961V20M1.igc,171930,31.993266666666667,-83.77051666666667,80,0,301.08,4.04,305.30389876578744,-4.223898765787453
56PV1IB1.igc,184912,32.88295,-103.15458333333333,2097,22,3711.99,3653.5,3712.3974163328025,-0.407416332802768
2023-06-09-XNA-150763-01.igc,211717,31.851116666666666,-83.60298333333333,311,2,403.95,501.56,405.0208644370452,-1.070864437045202
33FV7801.igc,204845,28.71555,-82.02648333333333,173,2,83.96,611.58,85.83745580454128,-1.8774558045412846
2021-07-04-LXV-59J-01.igc,231229,39.00265,-113.36043333333333,2190,22,4848.23,2615.68,4848.642979985967,-0.41297998596746766
38EVAKJ1.igc,184724,29.1954,-99.69076666666666,749,8,922.09,1755.08,922.4409864144361,-0.35098641443607903
38LV7SK1.igc,174908,29.213916666666666,-99.74603333333333,258,2,933.04,-76.75,934.1207688059056,-1.0807688059056773
46MVAAW1.igc,184832,32.77118333333333,-103.21456666666667,1058,11,3692.59,-63.98,3696.708497123408,-4.118497123407906
73GV6XB1.igc,194946,28.452116666666665,-81.86818333333333,177,2,111.72,833.17,106.45665236658651,5.263347633413488
06ua11h1.igc,193257,47.30458333333333,-119.56153333333333,915,9,1240.0,1843.99,1242.7584227308666,-2.7584227308666414
17klclo1.igc,203422,41.7885,-111.85998333333333,1378,14,4440.66,214.85,4444.837737454619,-4.177737454619091
18HV7H21.igc,190112,29.216533333333334,-99.74635,271,2,936.81,-44.42,939.3044519507862,-2.4944519507862424
362VAGO2.igc,163250,31.9876,-83.77843333333334,88,0,299.53,-86.28,303.4014060507082,-3.871406050708231
45VV7SK1.igc,202006,38.99265,-119.75191666666667,1395,14,4711.24,-75.41,4716.022472159433,-4.782472159433382
56HV1JE2.igc,194132,47.312533333333334,-119.51665,383,3,1256.56,-42.65,1259.898128426975,-3.3381284269751177
2024-06-04-NAV-180804-01.igc,181940,31.866933333333332,-83.34951666666667,257,2,272.31,570.87,272.2944261674896,0.015573832510426655
986VA971.igc,192657,29.216683333333332,-99.74648333333333,292,2,938.31,-6.55,939.5668750956667,-1.2568750956667145
575_016.igc,202602,39.056133333333335,-119.68061666666667,3376,35,5284.51,6398.56,5286.655545137539,-2.1455451375386474
78SV0XR1.igc,181708,41.59186666666667,-74.46623333333334,136,2,548.2,193.27,548.8482473203612,-0.6482473203611789
63GV7DX1.igc,211916,28.233333333333334,-81.96341666666666,179,2,114.39,640.2,114.97492920413201,-0.5849292041320098
43DV7H21.igc,200256,28.63285,-81.88205,43,1,98.77,262.12,97.35447526757409,1.415524732425908
56JV1JE1.igc,191427,47.311483333333335,-119.51783333333333,363,3,1254.61,-27.58,1257.8482041651832,-3.2382041651833333
23DV7CD1.igc,190934,28.411183333333334,-81.8269,136,2,120.31,693.34,120.58727770393712,-0.27727770393711637
359V6YH1.igc,165038,34.61025,-80.45016666666666,112,1,497.47,37.31,498.8176400304054,-1.3476400304053868
26AV23H1.igc,162902,41.60593333333333,-74.44933333333333,499,4,606.09,965.43,545.9251978993958,60.16480210060422
55MV2JT1.igc,180829,43.6858,-93.36995,293,3,1253.12,0.16,1256.3238270593165,-3.203827059316609
56KV77I1.igc,203120,47.31275,-119.51655,376,3,1256.56,0.0,1260.2500617945361,-3.6900617945361773
53EV1OL1.igc,165957,28.4091,-81.83763333333333,-20,0,115.82,-0.99,115.52824805714005,0.2917519428599462
13HC4A41.igc,172858,28.466266666666666,-81.87735,1118,12,122.4,3978.65,106.7529922776442,15.64700772235581
572_016.igc,205140,39.00745,-119.75756666666666,2694,28,4695.85,4674.23,4697.818055385947,-1.968055385947082
08KVACN1.igc,183159,29.2157,-99.74698333333333,309,2,936.59,-67.16,937.6968723914696,-1.106872391469551
171VAAW1.igc,184040,39.7396,-111.87006666666667,1450,15,4996.72,-55.77,4999.570831328125,-2.8508313281245137
38GVAQD1.igc,173346,29.2131,-99.74453333333334,249,2,930.16,-73.86,932.4803488059057,-2.3203488059057236
14NVAGO2.igc,172001,33.6304,-81.32535,44,0,428.97,-107.45,430.57650845036386,-1.6065084503638332
2024-03-20-NAV-170863-01.igc,181818,28.428016666666668,-81.82801666666667,976,10,114.08,3176.61,113.38507146624869,0.6949285337513089
254_008.igc,190105,35.2681,-84.51633333333334,892,9,2157.07,880.99,2122.504234652417,34.56576534758324
966V6O12.igc,173122,41.59445,-74.46296666666667,207,1,543.44,11.02,548.0305904634876,-4.590590463487501
03FV83L1.igc,171130,28.41755,-81.84985,1050,11,140.75,3750.32,109.93920325230636,30.810796747693644
16SV7SY1.igc,185250,39.734233333333336,-111.914,1940,20,5170.18,1542.42,5176.193923584395,-6.013923584394433
571V1IB1.igc,190238,32.76845,-103.16183333333333,1687,17,3660.51,2202.35,3661.552806690683,-1.0428066906829372
73GVJD21.igc,170506,28.405166666666666,-81.83783333333334,-84,0,112.58,8.81,112.93273946686591,-0.35273946686591273
178VAAW1.igc,205938,39.72958333333333,-111.8701,1488,15,5016.4,-52.49,5018.987140414014,-2.587140414014357
967V23H1.igc,173124,41.59003333333333,-74.46391666666666,334,3,564.91,560.42,536.5461486130457,28.363851386954252
2021-06-27-NAV-569-01.igc,201220,39.8249,-111.91465,3592,38,5417.88,7072.28,5414.546228695264,3.3337713047358193
04JC4A41.igc,175319,33.6755,-81.32525,679,7,349.52,2006.13,319.6803518144166,29.83964818558337
56U_016.igc,214805,39.19116666666667,-119.51865,4047,43,6330.42,7885.46,6338.3385791686915,-7.918579168691394
16EV8AW1.igc,210400,47.3127,-119.51655,372,3,1256.56,-65.62,1260.273490643711,-3.7134906437111113
33ez5ay1.igc,183515,28.404166666666665,-81.83783333333334,-50,0,110.97,-5.98,111.6436646126234,-0.6736646126233978
54MV1OL1.igc,171326,33.62988333333333,-81.32723333333334,125,1,417.71,-17.45,423.6399668504418,-5.929966850441815
26BVA9T1.igc,193351,41.7594,-74.393,701,6,1032.91,1201.34,976.5429070859863,56.367092914013824
38LVAQD1.igc,174523,29.21295,-99.74443333333333,250,2,932.35,-79.33,932.3819276085304,-0.031927608530395446
439C3CB2.igc,174446,28.4038,-81.83776666666667,-27,0,111.78,48.98,111.54825962925548,0.23174037074451803
17VVAGO1.igc,180951,30.202583333333333,-95.96295,39,0,288.04,-74.79,287.8852495830626,0.15475041693741787
43dC3CB1.igc,173304,28.405266666666666,-81.83761666666666,-15,0,112.49,38.43,112.82894916170736,-0.33894916170736167
184VAGO1.igc,181227,30.194283333333335,-95.96340000000001,58,0,308.03,-101.34,309.85998409202836,-1.8299840920283827
181V6TG1.igc,181349,30.202483333333333,-95.96296666666667,42,0,287.79,-94.22,287.9496038272479,-0.15960382724790634
25UV18Y1.igc,182213,42.93761666666666,-85.06073333333333,270,2,799.2,11.17,801.9519171421193,-2.7519171421192823
16LVABZ1KW.igc,204014,41.7733,-122.47018333333334,801,7,2629.89,-67.55,2639.4856413992334,-9.5956413992335
2024-06-01-NAV-569-01.igc,194347,38.996766666666666,-119.74725,1409,14,4713.17,-110.15,4718.201154971934,-5.031154971933574
08HVAAW2.igc,180742,29.21535,-99.74675,220,2,936.57,-90.12,937.1390855363501,-0.5690855363500305
35MV7801.igc,163040,40.6715,-77.62301666666667,341,3,799.68,476.57,802.5753348162681,-2.8953348162681323
38IV7SK1.igc,173015,29.21335,-99.74573333333333,266,2,931.72,-81.99,933.1037164144361,-1.383716414436094
73BVJD21.igc,183824,28.40438333333333,-81.83778333333333,-17,0,112.36,-10.65,112.24555577361619,0.11444422638381013
16KVAHZ143.igc,200928,41.773633333333336,-122.47013333333334,812,7,2630.01,-80.8,2640.338691839917,-10.3286918399167
16CVAHZ1 - 43.igc,202149,41.7905,-122.46576666666667,794,7,2644.63,-69.17,2652.7677969390916,-8.137796939091459
86GV2291.igc,164003,41.59461666666667,-74.4628,149,1,544.63,-9.85,548.0213290589917,-3.391329058991687
23EV7CD1.igc,195703,28.35175,-81.84671666666667,131,2,109.9,634.85,110.04565934167096,-0.14565934167094952
